name,value,year,day
Start time:,14:30 ,2017,13
Avg. speed winner:,44 km/h,2017,13
Race category:,ME - Men Elite,2017,13
Distance:,167 km,2017,13
Points scale:,GT.B.Stage,2017,13
Date:,19 May 2017,2017,13
Start time:,14:30 ,2017,13
Avg. speed winner:,44 km/h,2017,13
Race category:,ME - Men Elite,2017,13
Distance:,167 km,2017,13
Points scale:,GT.B.Stage,2017,13
Parcours type:,p1,2017,13
Date:,19 May 2017,2017,13
Start time:,14:30 ,2017,13
Avg. speed winner:,44 km/h,2017,13
Race category:,ME - Men Elite,2017,13
Distance:,167 km,2017,13
Points scale:,GT.B.Stage,2017,13
Parcours type:,p1,2017,13
ProfileScore:,0,2017,13
Date:,19 May 2017,2017,13
Start time:,14:30 ,2017,13
Avg. speed winner:,44 km/h,2017,13
Race category:,ME - Men Elite,2017,13
Distance:,167 km,2017,13
Points scale:,GT.B.Stage,2017,13
Parcours type:,p1,2017,13
ProfileScore:,0,2017,13
Vert. meters:,399,2017,13
Date:,19 May 2017,2017,13
Start time:,14:30 ,2017,13
Avg. speed winner:,44 km/h,2017,13
Race category:,ME - Men Elite,2017,13
Distance:,167 km,2017,13
Points scale:,GT.B.Stage,2017,13
Parcours type:,p1,2017,13
ProfileScore:,0,2017,13
Vert. meters:,399,2017,13
Departure:,Reggio Emilia,2017,13
Date:,19 May 2017,2017,13
Start time:,14:30 ,2017,13
Avg. speed winner:,44 km/h,2017,13
Race category:,ME - Men Elite,2017,13
Distance:,167 km,2017,13
Points scale:,GT.B.Stage,2017,13
Parcours type:,p1,2017,13
ProfileScore:,0,2017,13
Vert. meters:,399,2017,13
Departure:,Reggio Emilia,2017,13
Arrival:,Tortona,2017,13
Date:,19 May 2017,2017,13
Start time:,14:30 ,2017,13
Avg. speed winner:,44 km/h,2017,13
Race category:,ME - Men Elite,2017,13
Distance:,167 km,2017,13
Points scale:,GT.B.Stage,2017,13
Parcours type:,p1,2017,13
ProfileScore:,0,2017,13
Vert. meters:,399,2017,13
Departure:,Reggio Emilia,2017,13
Arrival:,Tortona,2017,13
Race ranking:,23,2017,13
Date:,19 May 2017,2017,13
Start time:,14:30 ,2017,13
Avg. speed winner:,44 km/h,2017,13
Race category:,ME - Men Elite,2017,13
Distance:,167 km,2017,13
Points scale:,GT.B.Stage,2017,13
Parcours type:,p1,2017,13
ProfileScore:,0,2017,13
Vert. meters:,399,2017,13
Departure:,Reggio Emilia,2017,13
Arrival:,Tortona,2017,13
Race ranking:,23,2017,13
Startlist quality score:,795,2017,13
Date:,19 May 2017,2017,13
Start time:,14:30 ,2017,13
Avg. speed winner:,44 km/h,2017,13
Race category:,ME - Men Elite,2017,13
Distance:,167 km,2017,13
Points scale:,GT.B.Stage,2017,13
Parcours type:,p1,2017,13
ProfileScore:,0,2017,13
Vert. meters:,399,2017,13
Departure:,Reggio Emilia,2017,13
Arrival:,Tortona,2017,13
Race ranking:,23,2017,13
Startlist quality score:,795,2017,13
Won how:,Sprint of large group,2017,13
Date:,20 May 2017,2017,14
Date:,20 May 2017,2017,14
Start time:,14:55 ,2017,14
Date:,20 May 2017,2017,14
Start time:,14:55 ,2017,14
Avg. speed winner:,43.05 km/h,2017,14
Date:,20 May 2017,2017,14
Start time:,14:55 ,2017,14
Avg. speed winner:,43.05 km/h,2017,14
Race category:,ME - Men Elite,2017,14
Date:,20 May 2017,2017,14
Start time:,14:55 ,2017,14
Avg. speed winner:,43.05 km/h,2017,14
Race category:,ME - Men Elite,2017,14
Distance:,131 km,2017,14
Date:,20 May 2017,2017,14
Start time:,14:55 ,2017,14
Avg. speed winner:,43.05 km/h,2017,14
Race category:,ME - Men Elite,2017,14
Distance:,131 km,2017,14
Points scale:,GT.B.Stage,2017,14
Date:,20 May 2017,2017,14
Start time:,14:55 ,2017,14
Avg. speed winner:,43.05 km/h,2017,14
Race category:,ME - Men Elite,2017,14
Distance:,131 km,2017,14
Points scale:,GT.B.Stage,2017,14
Parcours type:,p5,2017,14
Date:,20 May 2017,2017,14
Start time:,14:55 ,2017,14
Avg. speed winner:,43.05 km/h,2017,14
Race category:,ME - Men Elite,2017,14
Distance:,131 km,2017,14
Points scale:,GT.B.Stage,2017,14
Parcours type:,p5,2017,14
ProfileScore:,129,2017,14
Date:,20 May 2017,2017,14
Start time:,14:55 ,2017,14
Avg. speed winner:,43.05 km/h,2017,14
Race category:,ME - Men Elite,2017,14
Distance:,131 km,2017,14
Points scale:,GT.B.Stage,2017,14
Parcours type:,p5,2017,14
ProfileScore:,129,2017,14
Vert. meters:,1106,2017,14
Date:,20 May 2017,2017,14
Start time:,14:55 ,2017,14
Avg. speed winner:,43.05 km/h,2017,14
Race category:,ME - Men Elite,2017,14
Distance:,131 km,2017,14
Points scale:,GT.B.Stage,2017,14
Parcours type:,p5,2017,14
ProfileScore:,129,2017,14
Vert. meters:,1106,2017,14
Departure:,Castellania,2017,14
Date:,20 May 2017,2017,14
Start time:,14:55 ,2017,14
Avg. speed winner:,43.05 km/h,2017,14
Race category:,ME - Men Elite,2017,14
Distance:,131 km,2017,14
Points scale:,GT.B.Stage,2017,14
Parcours type:,p5,2017,14
ProfileScore:,129,2017,14
Vert. meters:,1106,2017,14
Departure:,Castellania,2017,14
Arrival:,Oropa,2017,14
Date:,20 May 2017,2017,14
Start time:,14:55 ,2017,14
Avg. speed winner:,43.05 km/h,2017,14
Race category:,ME - Men Elite,2017,14
Distance:,131 km,2017,14
Points scale:,GT.B.Stage,2017,14
Parcours type:,p5,2017,14
ProfileScore:,129,2017,14
Vert. meters:,1106,2017,14
Departure:,Castellania,2017,14
Arrival:,Oropa,2017,14
Race ranking:,23,2017,14
Date:,20 May 2017,2017,14
Start time:,14:55 ,2017,14
Avg. speed winner:,43.05 km/h,2017,14
Race category:,ME - Men Elite,2017,14
Distance:,131 km,2017,14
Points scale:,GT.B.Stage,2017,14
Parcours type:,p5,2017,14
ProfileScore:,129,2017,14
Vert. meters:,1106,2017,14
Departure:,Castellania,2017,14
Arrival:,Oropa,2017,14
Race ranking:,23,2017,14
Startlist quality score:,795,2017,14
Date:,20 May 2017,2017,14
Start time:,14:55 ,2017,14
Avg. speed winner:,43.05 km/h,2017,14
Race category:,ME - Men Elite,2017,14
Distance:,131 km,2017,14
Points scale:,GT.B.Stage,2017,14
Parcours type:,p5,2017,14
ProfileScore:,129,2017,14
Vert. meters:,1106,2017,14
Departure:,Castellania,2017,14
Arrival:,Oropa,2017,14
Race ranking:,23,2017,14
Startlist quality score:,795,2017,14
Won how:,Sprint a deux,2017,14
Date:,21 May 2017,2017,15
Date:,21 May 2017,2017,15
Start time:,13:15 ,2017,15
Date:,21 May 2017,2017,15
Start time:,13:15 ,2017,15
Avg. speed winner:,46.49 km/h,2017,15
Date:,21 May 2017,2017,15
Start time:,13:15 ,2017,15
Avg. speed winner:,46.49 km/h,2017,15
Race category:,ME - Men Elite,2017,15
Date:,21 May 2017,2017,15
Start time:,13:15 ,2017,15
Avg. speed winner:,46.49 km/h,2017,15
Race category:,ME - Men Elite,2017,15
Distance:,199 km,2017,15
Date:,21 May 2017,2017,15
Start time:,13:15 ,2017,15
Avg. speed winner:,46.49 km/h,2017,15
Race category:,ME - Men Elite,2017,15
Distance:,199 km,2017,15
Points scale:,GT.B.Stage,2017,15
Date:,21 May 2017,2017,15
Start time:,13:15 ,2017,15
Avg. speed winner:,46.49 km/h,2017,15
Race category:,ME - Men Elite,2017,15
Distance:,199 km,2017,15
Points scale:,GT.B.Stage,2017,15
Parcours type:,p2,2017,15
Date:,21 May 2017,2017,15
Start time:,13:15 ,2017,15
Avg. speed winner:,46.49 km/h,2017,15
Race category:,ME - Men Elite,2017,15
Distance:,199 km,2017,15
Points scale:,GT.B.Stage,2017,15
Parcours type:,p2,2017,15
ProfileScore:,129,2017,15
Date:,21 May 2017,2017,15
Start time:,13:15 ,2017,15
Avg. speed winner:,46.49 km/h,2017,15
Race category:,ME - Men Elite,2017,15
Distance:,199 km,2017,15
Points scale:,GT.B.Stage,2017,15
Parcours type:,p2,2017,15
ProfileScore:,129,2017,15
Vert. meters:,2255,2017,15
Date:,21 May 2017,2017,15
Start time:,13:15 ,2017,15
Avg. speed winner:,46.49 km/h,2017,15
Race category:,ME - Men Elite,2017,15
Distance:,199 km,2017,15
Points scale:,GT.B.Stage,2017,15
Parcours type:,p2,2017,15
ProfileScore:,129,2017,15
Vert. meters:,2255,2017,15
Departure:,Valdengo,2017,15
Date:,21 May 2017,2017,15
Start time:,13:15 ,2017,15
Avg. speed winner:,46.49 km/h,2017,15
Race category:,ME - Men Elite,2017,15
Distance:,199 km,2017,15
Points scale:,GT.B.Stage,2017,15
Parcours type:,p2,2017,15
ProfileScore:,129,2017,15
Vert. meters:,2255,2017,15
Departure:,Valdengo,2017,15
Arrival:,Bergamo,2017,15
Date:,21 May 2017,2017,15
Start time:,13:15 ,2017,15
Avg. speed winner:,46.49 km/h,2017,15
Race category:,ME - Men Elite,2017,15
Distance:,199 km,2017,15
Points scale:,GT.B.Stage,2017,15
Parcours type:,p2,2017,15
ProfileScore:,129,2017,15
Vert. meters:,2255,2017,15
Departure:,Valdengo,2017,15
Arrival:,Bergamo,2017,15
