,rider,team,year,age,team_points,key,best-classic-riders,top-gc-riders,top-sprinters,top-time-trial-riders,profile_type,profile_score,profile_vert,scorito,target
168,Pozzato Filippo,Wilier - Southeast,2016,34,1423,Pozzato Filippo-2016,52.0,,74.0,,2.857142857142857,137.0952380952381,2244.285714285714,0.0,0.0
169,Zhupa Eugert,Wilier - Southeast,2016,26,1423,Zhupa Eugert-2016,32.0,,39.0,30.0,2.857142857142857,137.0952380952381,2244.285714285714,0.0,15.0
170,Rodríguez Cristián,Wilier - Southeast,2016,21,1423,Rodríguez Cristián-2016,,,,,2.857142857142857,137.0952380952381,2244.285714285714,0.0,0.0
180,Sbaragli Kristian,Team Dimension Data,2016,25,1804,Sbaragli Kristian-2016,321.0,84.0,483.8,,2.857142857142857,137.0952380952381,2244.285714285714,123.0,130.0
181,Fraile Omar,Team Dimension Data,2016,25,1804,Fraile Omar-2016,107.0,71.0,112.0,,2.857142857142857,137.0952380952381,2244.285714285714,13.0,203.0
184,Siutsou Kanstantsin,Team Dimension Data,2016,33,1804,Siutsou Kanstantsin-2016,45.0,,,31.0,2.857142857142857,137.0952380952381,2244.285714285714,127.0,42.0
188,Antón Igor,Team Dimension Data,2016,33,1804,Antón Igor-2016,,,,,2.857142857142857,137.0952380952381,2244.285714285714,13.0,43.0
191,Savitskiy Ivan,Gazprom-RusVelo,2016,24,800,Savitskiy Ivan-2016,35.0,,504.0,53.0,2.857142857142857,137.0952380952381,2244.285714285714,118.0,20.0
192,Firsanov Sergey,Gazprom-RusVelo,2016,33,800,Firsanov Sergey-2016,164.0,,133.0,12.0,2.857142857142857,137.0952380952381,2244.285714285714,138.0,0.0
194,Foliforov Alexander,Gazprom-RusVelo,2016,24,800,Foliforov Alexander-2016,10.0,,,30.0,2.857142857142857,137.0952380952381,2244.285714285714,120.0,0.0
198,Quintana Nairo,Movistar Team,2017,27,3999,Quintana Nairo-2017,,1550.0,34.6,358.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,584.0
199,Izagirre Gorka,Movistar Team,2017,29,3999,Izagirre Gorka-2017,76.0,267.0,39.3,172.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,138.0
200,Amador Andrey,Movistar Team,2017,30,3999,Amador Andrey-2017,37.0,180.0,85.0,202.0,2.9523809523809526,134.28571428571428,2570.6190476190477,326.0,160.0
202,Anacona Winner,Movistar Team,2017,28,3999,Anacona Winner-2017,16.0,123.0,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,56.0
203,Rojas José Joaquín,Movistar Team,2017,31,3999,Rojas José Joaquín-2017,44.0,56.0,152.0,,2.9523809523809526,134.28571428571428,2570.6190476190477,36.0,44.0
204,Herrada José,Movistar Team,2017,31,3999,Herrada José-2017,51.0,48.0,50.0,15.0,2.9523809523809526,134.28571428571428,2570.6190476190477,18.0,46.0
205,Bennati Daniele,Movistar Team,2017,36,3999,Bennati Daniele-2017,80.0,,412.0,26.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,44.0
206,Sutherland Rory,Movistar Team,2017,35,3999,Sutherland Rory-2017,10.0,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,18.0,80.0
207,Nibali Vincenzo,Bahrain Merida Pro Cycling Team,2017,32,2364,Nibali Vincenzo-2017,28.0,803.0,44.8,112.0,2.9523809523809526,134.28571428571428,2570.6190476190477,480.0,502.0
208,Boaro Manuele,Bahrain Merida Pro Cycling Team,2017,30,2364,Boaro Manuele-2017,,90.0,,192.0,2.9523809523809526,134.28571428571428,2570.6190476190477,32.0,10.0
209,Moreno Javier,Bahrain Merida Pro Cycling Team,2017,32,2364,Moreno Javier-2017,54.0,56.0,,83.0,2.9523809523809526,134.28571428571428,2570.6190476190477,18.0,10.0
210,Visconti Giovanni,Bahrain Merida Pro Cycling Team,2017,34,2364,Visconti Giovanni-2017,385.0,,104.8,68.0,2.9523809523809526,134.28571428571428,2570.6190476190477,186.0,94.0
211,Gasparotto Enrico,Bahrain Merida Pro Cycling Team,2017,35,2364,Gasparotto Enrico-2017,442.0,,82.4,38.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,10.0
212,Pibernik Luka,Bahrain Merida Pro Cycling Team,2017,23,2364,Pibernik Luka-2017,19.0,,34.0,,2.9523809523809526,134.28571428571428,2570.6190476190477,,10.0
213,Pellizotti Franco,Bahrain Merida Pro Cycling Team,2017,39,2364,Pellizotti Franco-2017,83.0,,,54.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,42.0
214,Siutsou Kanstantsin,Bahrain Merida Pro Cycling Team,2017,34,2364,Siutsou Kanstantsin-2017,57.0,,,50.0,2.9523809523809526,134.28571428571428,2570.6190476190477,127.0,42.0
215,Agnoli Valerio,Bahrain Merida Pro Cycling Team,2017,32,2364,Agnoli Valerio-2017,,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,50.0,10.0
216,Pinot Thibaut,FDJ,2017,26,1979,Pinot Thibaut-2017,55.0,722.0,,418.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,468.0
217,Reichenbach Sébastien,FDJ,2017,27,1979,Reichenbach Sébastien-2017,119.0,457.0,,52.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,142.0
218,Ladagnous Matthieu,FDJ,2017,32,1979,Ladagnous Matthieu-2017,64.0,124.0,36.8,,2.9523809523809526,134.28571428571428,2570.6190476190477,,10.0
219,Ludvigsson Tobias,FDJ,2017,26,1979,Ludvigsson Tobias-2017,,67.0,,341.0,2.9523809523809526,134.28571428571428,2570.6190476190477,167.0,24.0
220,Molard Rudy,FDJ,2017,27,1979,Molard Rudy-2017,78.0,51.0,57.1,,2.9523809523809526,134.28571428571428,2570.6190476190477,,10.0
221,Roy Jérémy,FDJ,2017,33,1979,Roy Jérémy-2017,20.0,,,99.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,10.0
222,Morabito Steve,FDJ,2017,34,1979,Morabito Steve-2017,17.0,,,42.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,10.0
223,Vaugrenard Benoît,FDJ,2017,35,1979,Vaugrenard Benoît-2017,20.0,,,16.0,2.9523809523809526,134.28571428571428,2570.6190476190477,0.0,10.0
224,Bonnet William,FDJ,2017,34,1979,Bonnet William-2017,100.0,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,10.0
225,Thomas Geraint,Team Sky,2017,30,2722,Thomas Geraint-2017,122.0,547.0,41.0,412.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,269.0
226,Landa Mikel,Team Sky,2017,27,2722,Landa Mikel-2017,,297.0,,51.0,2.9523809523809526,134.28571428571428,2570.6190476190477,89.0,389.0
227,Henao Sebastián,Team Sky,2017,23,2722,Henao Sebastián-2017,30.0,187.0,,41.0,2.9523809523809526,134.28571428571428,2570.6190476190477,192.0,81.0
228,Rosa Diego,Team Sky,2017,28,2722,Rosa Diego-2017,295.0,152.0,36.4,116.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,49.0
229,Elissonde Kenny,Team Sky,2017,25,2722,Elissonde Kenny-2017,35.0,90.0,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,49.0
230,Puccio Salvatore,Team Sky,2017,27,2722,Puccio Salvatore-2017,44.0,55.0,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,77.0
231,Kiryienka Vasil,Team Sky,2017,35,2722,Kiryienka Vasil-2017,,,,436.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,117.0
232,Gołaś Michał,Team Sky,2017,33,2722,Gołaś Michał-2017,57.0,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,49.0
233,Deignan Philip,Team Sky,2017,33,2722,Deignan Philip-2017,,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,37.0,59.0
234,Costa Rui,UAE Team Emirates,2017,30,2871,Costa Rui-2017,385.0,499.0,145.9,66.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,200.0
235,Mohorič Matej,UAE Team Emirates,2017,22,2871,Mohorič Matej-2017,29.0,120.0,87.3,25.0,2.9523809523809526,134.28571428571428,2570.6190476190477,48.0,34.0
236,Polanc Jan,UAE Team Emirates,2017,24,2871,Polanc Jan-2017,56.0,99.0,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,310.0
237,Conti Valerio,UAE Team Emirates,2017,24,2871,Conti Valerio-2017,,65.0,32.4,64.0,2.9523809523809526,134.28571428571428,2570.6190476190477,86.0,46.0
238,Modolo Sacha,UAE Team Emirates,2017,29,2871,Modolo Sacha-2017,78.0,61.0,659.4,,2.9523809523809526,134.28571428571428,2570.6190476190477,339.0,160.0
239,Petilli Simone,UAE Team Emirates,2017,24,2871,Petilli Simone-2017,64.0,37.0,,17.0,2.9523809523809526,134.28571428571428,2570.6190476190477,22.0,102.0
240,Ferrari Roberto,UAE Team Emirates,2017,34,2871,Ferrari Roberto-2017,72.0,,268.8,,2.9523809523809526,134.28571428571428,2570.6190476190477,22.0,184.0
241,Marcato Marco,UAE Team Emirates,2017,33,2871,Marcato Marco-2017,184.0,,252.4,46.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,34.0
242,Ravasi Edward,UAE Team Emirates,2017,22,2871,Ravasi Edward-2017,,,45.0,,2.9523809523809526,134.28571428571428,2570.6190476190477,,34.0
243,Mollema Bauke,Trek - Segafredo,2017,30,2941,Mollema Bauke-2017,432.0,498.0,96.0,217.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,280.0
244,Nizzolo Giacomo,Trek - Segafredo,2017,28,2941,Nizzolo Giacomo-2017,713.0,140.0,1074.4,,2.9523809523809526,134.28571428571428,2570.6190476190477,483.0,78.0
245,Bernard Julien,Trek - Segafredo,2017,25,2941,Bernard Julien-2017,,100.0,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,22.0
246,Pedersen Mads,Trek - Segafredo,2017,21,2941,Pedersen Mads-2017,37.0,50.0,69.0,51.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,18.0
247,Stuyven Jasper,Trek - Segafredo,2017,25,2941,Stuyven Jasper-2017,325.0,40.0,267.0,16.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,399.0
248,Stetina Peter,Trek - Segafredo,2017,29,2941,Stetina Peter-2017,20.0,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,0.0
249,Alafaci Eugenio,Trek - Segafredo,2017,26,2941,Alafaci Eugenio-2017,,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,72.0,0.0
250,Didier Laurent,Trek - Segafredo,2017,32,2941,Didier Laurent-2017,,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,72.0,0.0
251,Hernández Blázquez Jesús,Trek - Segafredo,2017,35,2941,Hernández Blázquez Jesús-2017,,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,0.0,0.0
252,Kelderman Wilco,Team Sunweb,2017,26,2929,Kelderman Wilco-2017,101.0,471.0,116.0,341.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,180.0
253,Dumoulin Tom,Team Sunweb,2017,26,2929,Dumoulin Tom-2017,,425.0,49.0,1212.0,2.9523809523809526,134.28571428571428,2570.6190476190477,311.0,736.0
254,Haga Chad,Team Sunweb,2017,28,2929,Haga Chad-2017,15.0,49.0,,88.0,2.9523809523809526,134.28571428571428,2570.6190476190477,113.0,138.0
255,Geschke Simon,Team Sunweb,2017,31,2929,Geschke Simon-2017,116.0,49.0,38.0,64.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,130.0
256,Bauhaus Phil,Team Sunweb,2017,22,2929,Bauhaus Phil-2017,104.0,,307.0,,2.9523809523809526,134.28571428571428,2570.6190476190477,,261.0
257,Preidler Georg,Team Sunweb,2017,26,2929,Preidler Georg-2017,40.0,,41.0,71.0,2.9523809523809526,134.28571428571428,2570.6190476190477,219.0,178.0
258,Stamsnijder Tom,Team Sunweb,2017,31,2929,Stamsnijder Tom-2017,15.0,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,89.0,130.0
259,Lunke Sindre,Team Sunweb,2017,24,2929,Lunke Sindre-2017,,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,130.0
261,Yates Adam,ORICA-Scott,2017,24,3035,Yates Adam-2017,138.0,465.0,,178.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,500.0
263,Verona Carlos,ORICA-Scott,2017,24,3035,Verona Carlos-2017,10.0,86.0,,,2.9523809523809526,134.28571428571428,2570.6190476190477,258.0,28.0
264,Hepburn Michael,ORICA-Scott,2017,25,3035,Hepburn Michael-2017,,30.0,,18.0,2.9523809523809526,134.28571428571428,2570.6190476190477,24.0,56.0
265,Edmondson Alex,ORICA-Scott,2017,23,3035,Edmondson Alex-2017,,14.0,91.0,42.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,34.0
266,Ewan Caleb,ORICA-Scott,2017,22,3035,Ewan Caleb-2017,237.0,,631.0,84.0,2.9523809523809526,134.28571428571428,2570.6190476190477,168.0,249.0
267,Mezgec Luka,ORICA-Scott,2017,28,3035,Mezgec Luka-2017,95.0,,122.0,,2.9523809523809526,134.28571428571428,2570.6190476190477,30.0,68.0
268,Tuft Svein,ORICA-Scott,2017,39,3035,Tuft Svein-2017,,,,87.0,2.9523809523809526,134.28571428571428,2570.6190476190477,18.0,30.0
269,Plaza Rubén,ORICA-Scott,2017,37,3035,Plaza Rubén-2017,,,,20.0,2.9523809523809526,134.28571428571428,2570.6190476190477,18.0,44.0
270,Jungels Bob,Quick-Step Floors,2017,24,3229,Jungels Bob-2017,39.0,430.0,120.8,443.0,2.9523809523809526,134.28571428571428,2570.6190476190477,834.0,916.0
271,Devenyns Dries,Quick-Step Floors,2017,33,3229,Devenyns Dries-2017,161.0,362.0,101.0,142.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,344.0
272,Serry Pieter,Quick-Step Floors,2017,28,3229,Serry Pieter-2017,85.0,96.0,,38.0,2.9523809523809526,134.28571428571428,2570.6190476190477,248.0,314.0
273,Martinelli Davide,Quick-Step Floors,2017,23,3229,Martinelli Davide-2017,21.0,38.0,63.0,16.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,316.0
274,Keisse Iljo,Quick-Step Floors,2017,34,3229,Keisse Iljo-2017,35.0,35.0,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,314.0
275,Richeze Maximiliano,Quick-Step Floors,2017,34,3229,Richeze Maximiliano-2017,171.0,31.0,441.0,,2.9523809523809526,134.28571428571428,2570.6190476190477,,410.0
276,De Plus Laurens,Quick-Step Floors,2017,21,3229,De Plus Laurens-2017,25.0,28.0,,14.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,380.0
277,Gaviria Fernando,Quick-Step Floors,2017,22,3229,Gaviria Fernando-2017,512.0,,548.8,,2.9523809523809526,134.28571428571428,2570.6190476190477,,855.0
278,Capecchi Eros,Quick-Step Floors,2017,30,3229,Capecchi Eros-2017,15.0,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,50.0,314.0
279,Kangert Tanel,Astana Pro Team,2017,30,1765,Kangert Tanel-2017,176.0,418.0,,48.0,2.9523809523809526,134.28571428571428,2570.6190476190477,76.0,86.0
280,Sánchez Luis León,Astana Pro Team,2017,33,1765,Sánchez Luis León-2017,139.0,217.0,76.8,128.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,193.0
281,Bilbao Pello,Astana Pro Team,2017,27,1765,Bilbao Pello-2017,148.0,173.0,81.0,38.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,36.0
282,Cataldo Dario,Astana Pro Team,2017,32,1765,Cataldo Dario-2017,23.0,112.0,,61.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,108.0
283,Zeits Andrey,Astana Pro Team,2017,30,1765,Zeits Andrey-2017,100.0,100.0,,10.0,2.9523809523809526,134.28571428571428,2570.6190476190477,52.0,0.0
284,Bizhigitov Zhandos,Astana Pro Team,2017,25,1765,Bizhigitov Zhandos-2017,,,81.0,25.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,0.0
285,Tiralongo Paolo,Astana Pro Team,2017,39,1765,Tiralongo Paolo-2017,10.0,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,0.0
286,Hansen Jesper,Astana Pro Team,2017,26,1765,Hansen Jesper-2017,,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,6.0
287,Pozzovivo Domenico,AG2R La Mondiale,2017,34,1603,Pozzovivo Domenico-2017,54.0,387.0,31.0,,2.9523809523809526,134.28571428571428,2570.6190476190477,138.0,340.0
288,Geniez Alexandre,AG2R La Mondiale,2017,29,1603,Geniez Alexandre-2017,40.0,119.0,,194.0,2.9523809523809526,134.28571428571428,2570.6190476190477,2.0,0.0
289,Jauregui Quentin,AG2R La Mondiale,2017,23,1603,Jauregui Quentin-2017,,30.0,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,8.0
290,Bidard François,AG2R La Mondiale,2017,25,1603,Bidard François-2017,,25.0,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,0.0
291,Dupont Hubert,AG2R La Mondiale,2017,36,1603,Dupont Hubert-2017,,,38.0,,2.9523809523809526,134.28571428571428,2570.6190476190477,66.0,42.0
292,Montaguti Matteo,AG2R La Mondiale,2017,33,1603,Montaguti Matteo-2017,84.0,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,72.0,42.0
293,Gastauer Ben,AG2R La Mondiale,2017,29,1603,Gastauer Ben-2017,49.0,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,0.0
294,Bérard Julien,AG2R La Mondiale,2017,29,1603,Bérard Julien-2017,21.0,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,0.0
295,Chevrier Clément,AG2R La Mondiale,2017,24,1603,Chevrier Clément-2017,10.0,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,0.0
296,Hermans Ben,BMC Racing Team,2017,30,3840,Hermans Ben-2017,83.0,333.0,,49.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,72.0
297,Dennis Rohan,BMC Racing Team,2017,26,3840,Dennis Rohan-2017,,239.0,74.0,641.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,20.0
298,Rosskopf Joey,BMC Racing Team,2017,27,3840,Rosskopf Joey-2017,42.0,186.0,40.0,16.0,2.9523809523809526,134.28571428571428,2570.6190476190477,1.0,52.0
299,Dillier Silvan,BMC Racing Team,2017,26,3840,Dillier Silvan-2017,50.0,100.0,97.1,126.0,2.9523809523809526,134.28571428571428,2570.6190476190477,26.0,74.0
300,Teuns Dylan,BMC Racing Team,2017,25,3840,Teuns Dylan-2017,62.0,44.0,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,22.0
302,Quinziato Manuel,BMC Racing Team,2017,37,3840,Quinziato Manuel-2017,29.0,,,104.0,2.9523809523809526,134.28571428571428,2570.6190476190477,0.0,60.0
303,Ventoso Francisco José,BMC Racing Team,2017,34,3840,Ventoso Francisco José-2017,42.0,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,20.0
304,Senni Manuel,BMC Racing Team,2017,25,3840,Senni Manuel-2017,10.0,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,0.0,20.0
305,Formolo Davide,Cannondale-Drapac Pro Cycling Team,2017,24,2419,Formolo Davide-2017,13.0,327.0,,10.0,2.9523809523809526,134.28571428571428,2570.6190476190477,108.0,251.0
306,Rolland Pierre,Cannondale-Drapac Pro Cycling Team,2017,30,2419,Rolland Pierre-2017,,307.0,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,187.0
307,Carthy Hugh,Cannondale-Drapac Pro Cycling Team,2017,22,2419,Carthy Hugh-2017,75.0,216.0,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,16.0
308,Woods Michael,Cannondale-Drapac Pro Cycling Team,2017,30,2419,Woods Michael-2017,168.0,153.0,39.0,,2.9523809523809526,134.28571428571428,2570.6190476190477,,112.0
309,Villella Davide,Cannondale-Drapac Pro Cycling Team,2017,25,2419,Villella Davide-2017,266.0,115.0,,22.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,34.0
310,Dombrowski Joe,Cannondale-Drapac Pro Cycling Team,2017,25,2419,Dombrowski Joe-2017,,109.0,,70.0,2.9523809523809526,134.28571428571428,2570.6190476190477,96.0,24.0
311,Howes Alex,Cannondale-Drapac Pro Cycling Team,2017,29,2419,Howes Alex-2017,39.0,62.0,58.0,,2.9523809523809526,134.28571428571428,2570.6190476190477,,16.0
313,Koren Kristijan,Cannondale-Drapac Pro Cycling Team,2017,30,2419,Koren Kristijan-2017,20.0,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,16.0
314,Kruijswijk Steven,Team LottoNL-Jumbo,2017,29,2117,Kruijswijk Steven-2017,21.0,258.0,,180.0,2.9523809523809526,134.28571428571428,2570.6190476190477,509.0,158.0
316,Campenaerts Victor,Team LottoNL-Jumbo,2017,25,2117,Campenaerts Victor-2017,,36.0,,256.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,10.0
317,Battaglin Enrico,Team LottoNL-Jumbo,2017,27,2117,Battaglin Enrico-2017,57.0,35.0,79.4,,2.9523809523809526,134.28571428571428,2570.6190476190477,111.0,158.0
318,Keizer Martijn,Team LottoNL-Jumbo,2017,29,2117,Keizer Martijn-2017,,,,190.0,2.9523809523809526,134.28571428571428,2570.6190476190477,77.0,10.0
319,Clement Stef,Team LottoNL-Jumbo,2017,34,2117,Clement Stef-2017,,,,104.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,20.0
321,Tankink Bram,Team LottoNL-Jumbo,2017,38,2117,Tankink Bram-2017,11.0,,,11.0,2.9523809523809526,134.28571428571428,2570.6190476190477,53.0,10.0
322,Castelijns Twan,Team LottoNL-Jumbo,2017,28,2117,Castelijns Twan-2017,,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,53.0,10.0
323,Gonçalves José,Team Katusha Alpecin,2017,28,1844,Gonçalves José-2017,38.0,183.0,187.0,86.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,0.0
324,Mamykin Matvey,Team Katusha Alpecin,2017,22,1844,Mamykin Matvey-2017,30.0,136.0,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,0.0
325,Kochetkov Pavel,Team Katusha Alpecin,2017,31,1844,Kochetkov Pavel-2017,35.0,89.0,,,2.9523809523809526,134.28571428571428,2570.6190476190477,16.0,0.0
326,Kuznetsov Viacheslav,Team Katusha Alpecin,2017,27,1844,Kuznetsov Viacheslav-2017,162.0,,170.0,,2.9523809523809526,134.28571428571428,2570.6190476190477,28.0,92.0
327,Zakarin Ilnur,Team Katusha Alpecin,2017,27,1844,Zakarin Ilnur-2017,150.0,,50.2,156.0,2.9523809523809526,134.28571428571428,2570.6190476190477,284.0,370.0
328,Belkov Maxim,Team Katusha Alpecin,2017,32,1844,Belkov Maxim-2017,,,,25.0,2.9523809523809526,134.28571428571428,2570.6190476190477,10.0,0.0
329,Vicioso Ángel,Team Katusha Alpecin,2017,40,1844,Vicioso Ángel-2017,40.0,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,0.0
330,Kišerlovski Robert,Team Katusha Alpecin,2017,30,1844,Kišerlovski Robert-2017,15.0,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,0.0
331,Losada Alberto,Team Katusha Alpecin,2017,35,1844,Losada Alberto-2017,15.0,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,0.0
332,Pirazzi Stefano,Bardiani - CSF,2017,30,962,Pirazzi Stefano-2017,,153.0,37.0,,2.9523809523809526,134.28571428571428,2570.6190476190477,31.0,0.0
333,Maestri Mirco,Bardiani - CSF,2017,25,962,Maestri Mirco-2017,,50.0,,,2.9523809523809526,134.28571428571428,2570.6190476190477,10.0,4.0
334,Ciccone Giulio,Bardiani - CSF,2017,22,962,Ciccone Giulio-2017,51.0,36.0,52.0,,2.9523809523809526,134.28571428571428,2570.6190476190477,75.0,0.0
335,Ruffoni Nicola,Bardiani - CSF,2017,26,962,Ruffoni Nicola-2017,180.0,,376.0,42.0,2.9523809523809526,134.28571428571428,2570.6190476190477,76.0,0.0
336,Albanese Vincenzo,Bardiani - CSF,2017,20,962,Albanese Vincenzo-2017,90.0,,246.0,30.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,4.0
337,Rota Lorenzo,Bardiani - CSF,2017,21,962,Rota Lorenzo-2017,25.0,,,12.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,24.0
338,Barbin Enrico,Bardiani - CSF,2017,27,962,Barbin Enrico-2017,47.0,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,48.0
339,Andreetta Simone,Bardiani - CSF,2017,23,962,Andreetta Simone-2017,35.0,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,10.0,42.0
340,Boem Nicola,Bardiani - CSF,2017,27,962,Boem Nicola-2017,,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,18.0,0.0
341,Hansen Adam,Lotto Soudal,2017,35,2722,Hansen Adam-2017,,145.0,,,2.9523809523809526,134.28571428571428,2570.6190476190477,85.0,36.0
342,Greipel André,Lotto Soudal,2017,34,2722,Greipel André-2017,354.0,,1227.4,,2.9523809523809526,134.28571428571428,2570.6190476190477,335.0,357.0
343,Hofland Moreno,Lotto Soudal,2017,25,2722,Hofland Moreno-2017,65.0,,481.0,,2.9523809523809526,134.28571428571428,2570.6190476190477,181.0,36.0
344,De Bie Sean,Lotto Soudal,2017,25,2722,De Bie Sean-2017,81.0,,155.6,85.0,2.9523809523809526,134.28571428571428,2570.6190476190477,145.0,36.0
345,Monfort Maxime,Lotto Soudal,2017,34,2722,Monfort Maxime-2017,,,,35.0,2.9523809523809526,134.28571428571428,2570.6190476190477,131.0,134.0
346,De Buyst Jasper,Lotto Soudal,2017,23,2722,De Buyst Jasper-2017,36.0,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,36.0
347,Bak Lars Ytting,Lotto Soudal,2017,37,2722,Bak Lars Ytting-2017,35.0,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,85.0,36.0
348,Marczyński Tomasz,Lotto Soudal,2017,33,2722,Marczyński Tomasz-2017,16.0,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,36.0
349,De Clercq Bart,Lotto Soudal,2017,30,2722,De Clercq Bart-2017,,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,36.0
350,Konrad Patrick,BORA - hansgrohe,2017,25,1791,Konrad Patrick-2017,64.0,132.0,48.4,,2.9523809523809526,134.28571428571428,2570.6190476190477,,133.0
351,Bennett Sam,BORA - hansgrohe,2017,26,1791,Bennett Sam-2017,309.0,118.0,504.0,18.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,301.0
352,Bárta Jan,BORA - hansgrohe,2017,32,1791,Bárta Jan-2017,21.0,108.0,,189.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,85.0
353,Mendes José,BORA - hansgrohe,2017,32,1791,Mendes José-2017,35.0,100.0,,73.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,43.0
354,Benedetti Cesare,BORA - hansgrohe,2017,29,1791,Benedetti Cesare-2017,44.0,55.0,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,53.0
355,Selig Rüdiger,BORA - hansgrohe,2017,28,1791,Selig Rüdiger-2017,15.0,45.0,121.0,,2.9523809523809526,134.28571428571428,2570.6190476190477,,151.0
356,Mühlberger Gregor,BORA - hansgrohe,2017,23,1791,Mühlberger Gregor-2017,73.0,20.0,65.0,14.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,67.0
357,Pelucchi Matteo,BORA - hansgrohe,2017,28,1791,Pelucchi Matteo-2017,,,154.0,,2.9523809523809526,134.28571428571428,2570.6190476190477,26.0,39.0
