,rider,team,year,age,race,team_points,key,best-classic-riders,top-gc-riders,top-sprinters,top-time-trial-riders,profile_type,profile_score,profile_vert,scorito,target,strength,finished
444,Bilbao Pello,Astana Pro Team,2017,,,1765.0,Bilbao Pello-2017,148.0,173.0,81.0,38.0,2.9523809523809526,134.28571428571428,2570.6190476190477,282.0,378.0,33.0,
454,Fuglsang Jakob,Astana Pro Team,2017,32.0,tour-de-france,1765.0,Fuglsang Jakob-2017,,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,252.0,33.0,
459,Bidard François,AG2R La Mondiale,2017,,,1603.0,Bidard François-2017,,25.0,,,2.9523809523809526,134.28571428571428,2570.6190476190477,75.0,24.0,32.0,
474,Dennis Rohan,BMC Racing Team,2017,,,3840.0,Dennis Rohan-2017,,239.0,74.0,641.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,349.0,56.0,
486,Wyss Danilo,BMC Racing Team,2017,31.0,tour-de-france,3840.0,Wyss Danilo-2017,,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,8.0,10.0,56.0,
507,Clarke Simon,Cannondale-Drapac Pro Cycling Team,2017,30.0,tour-de-france,2419.0,Clarke Simon-2017,,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,172.0,51.0,
510,Campenaerts Victor,Team LottoNL-Jumbo,2017,,,2117.0,Campenaerts Victor-2017,,36.0,,256.0,2.9523809523809526,134.28571428571428,2570.6190476190477,110.0,116.0,49.0,
534,Zabel Rick,Team Katusha Alpecin,2017,23.0,tour-de-france,1844.0,Zabel Rick-2017,,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,64.0,42.0,
540,Martin Tony,Team Katusha Alpecin,2017,32.0,tour-de-france,1844.0,Martin Tony-2017,,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,0.0,42.0,
546,Rota Lorenzo,Bardiani - CSF,2017,,,962.0,Rota Lorenzo-2017,25.0,,,12.0,2.9523809523809526,134.28571428571428,2570.6190476190477,30.0,24.0,86.0,
559,Gallopin Tony,Lotto Soudal,2017,29.0,tour-de-france,2722.0,Gallopin Tony-2017,,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,88.0,0.0,51.0,
560,De Gendt Thomas,Lotto Soudal,2017,30.0,tour-de-france,2722.0,De Gendt Thomas-2017,,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,112.0,151.0,51.0,
563,Konrad Patrick,BORA - hansgrohe,2017,,,1791.0,Konrad Patrick-2017,64.0,132.0,48.4,,2.9523809523809526,134.28571428571428,2570.6190476190477,,309.0,42.0,
574,Poljański Paweł,BORA - hansgrohe,2017,27.0,tour-de-france,1791.0,Poljański Paweł-2017,,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,120.0,25.0,42.0,
575,Sagan Peter,BORA - hansgrohe,2017,27.0,tour-de-france,1791.0,Sagan Peter-2017,,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,469.0,42.0,
576,Majka Rafał,BORA - hansgrohe,2017,27.0,tour-de-france,1791.0,Majka Rafał-2017,,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,386.0,257.0,42.0,
578,Bodnar Maciej,BORA - hansgrohe,2017,32.0,tour-de-france,1791.0,Bodnar Maciej-2017,,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,37.0,42.0,
584,Tratnik Jan,CCC Sprandi Polkowice ,2017,,,1033.0,Tratnik Jan-2017,65.0,33.0,160.0,71.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,128.0,,
633,Castroviejo Jonathan,Team Sky,2018,31.0,tour-de-france,4577.0,Castroviejo Jonathan-2018,,,,,3.142857142857143,135.47619047619048,2437.4761904761904,,275.0,60.0,
634,Thomas Geraint,Team Sky,2018,32.0,tour-de-france,4577.0,Thomas Geraint-2018,,,,,3.142857142857143,135.47619047619048,2437.4761904761904,,228.0,60.0,
635,Yates Simon,Mitchelton-Scott,2018,,,3123.0,Yates Simon-2018,97.0,849.0,,71.0,3.142857142857143,135.47619047619048,2437.4761904761904,313.0,14.0,55.0,
638,Haig Jack,Mitchelton-Scott,2018,,,3123.0,Haig Jack-2018,74.0,246.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,,8.0,55.0,
643,Howson Damien,Mitchelton-Scott,2018,25.0,tour-de-france,3123.0,Howson Damien-2018,,,,,3.142857142857143,135.47619047619048,2437.4761904761904,,0.0,55.0,
645,Hepburn Michael,Mitchelton-Scott,2018,26.0,tour-de-france,3123.0,Hepburn Michael-2018,,,,,3.142857142857143,135.47619047619048,2437.4761904761904,,14.0,55.0,
659,Oomen Sam,Team Sunweb,2018,,,2736.0,Oomen Sam-2018,96.0,337.0,,84.0,3.142857142857143,135.47619047619048,2437.4761904761904,40.0,78.0,47.0,
661,Hamilton Chris,Team Sunweb,2018,,,2736.0,Hamilton Chris-2018,20.0,76.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,34.0,52.0,47.0,
668,Matthews Michael,Team Sunweb,2018,27.0,tour-de-france,2736.0,Matthews Michael-2018,,,,,3.142857142857143,135.47619047619048,2437.4761904761904,,242.0,47.0,
673,Novak Domen,Bahrain Merida Pro Cycling Team,2018,,,3094.0,Novak Domen-2018,,57.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,,28.0,51.0,
675,Nibali Antonio,Bahrain Merida Pro Cycling Team,2018,,,3094.0,Nibali Antonio-2018,,43.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,0.0,0.0,51.0,
683,Nibali Vincenzo,Bahrain Merida Pro Cycling Team,2018,33.0,tour-de-france,3094.0,Nibali Vincenzo-2018,,,,,3.142857142857143,135.47619047619048,2437.4761904761904,492.0,274.0,51.0,
686,Meintjes Louis,Team Dimension Data,2018,,,1425.0,Meintjes Louis-2018,25.0,617.0,,23.0,3.142857142857143,135.47619047619048,2437.4761904761904,,16.0,42.0,
702,López Miguel Ángel,Astana Pro Team,2018,,,3870.0,López Miguel Ángel-2018,,566.0,,62.0,3.142857142857143,135.47619047619048,2437.4761904761904,544.0,0.0,58.0,
712,Hansen Jesper,Astana Pro Team,2018,27.0,tour-de-france,3870.0,Hansen Jesper-2018,,,,,3.142857142857143,135.47619047619048,2437.4761904761904,,22.0,58.0,
715,Fuglsang Jakob,Astana Pro Team,2018,33.0,tour-de-france,3870.0,Fuglsang Jakob-2018,,,,,3.142857142857143,135.47619047619048,2437.4761904761904,,252.0,58.0,
724,Démare Arnaud,Groupama - FDJ,2018,26.0,tour-de-france,1783.0,Démare Arnaud-2018,,,,,3.142857142857143,135.47619047619048,2437.4761904761904,524.0,574.0,42.0,
727,Sinkeldam Ramon,Groupama - FDJ,2018,29.0,tour-de-france,1783.0,Sinkeldam Ramon-2018,,,,,3.142857142857143,135.47619047619048,2437.4761904761904,60.0,154.0,42.0,
729,Guarnieri Jacopo,Groupama - FDJ,2018,30.0,tour-de-france,1783.0,Guarnieri Jacopo-2018,,,,,3.142857142857143,135.47619047619048,2437.4761904761904,80.0,178.0,42.0,
747,Bouwman Koen,Team LottoNL-Jumbo,2018,,,2138.0,Bouwman Koen-2018,13.0,66.0,32.8,47.0,3.142857142857143,135.47619047619048,2437.4761904761904,98.0,0.0,45.0,
752,Tolhoek Antwan,Team LottoNL-Jumbo,2018,24.0,tour-de-france,2138.0,Tolhoek Antwan-2018,,,,,3.142857142857143,135.47619047619048,2437.4761904761904,76.0,0.0,45.0,
757,Kruijswijk Steven,Team LottoNL-Jumbo,2018,31.0,tour-de-france,2138.0,Kruijswijk Steven-2018,,,,,3.142857142857143,135.47619047619048,2437.4761904761904,,44.0,45.0,
765,Pfingsten Christoph,BORA - hansgrohe,2018,,,2420.0,Pfingsten Christoph-2018,35.0,,,38.0,3.142857142857143,135.47619047619048,2437.4761904761904,,2.0,51.0,
769,Poljański Paweł,BORA - hansgrohe,2018,28.0,tour-de-france,2420.0,Poljański Paweł-2018,,,,,3.142857142857143,135.47619047619048,2437.4761904761904,120.0,25.0,51.0,
770,Sagan Peter,BORA - hansgrohe,2018,28.0,tour-de-france,2420.0,Sagan Peter-2018,,,,,3.142857142857143,135.47619047619048,2437.4761904761904,,469.0,51.0,
771,Majka Rafał,BORA - hansgrohe,2018,28.0,tour-de-france,2420.0,Majka Rafał-2018,,,,,3.142857142857143,135.47619047619048,2437.4761904761904,386.0,257.0,51.0,
773,Bodnar Maciej,BORA - hansgrohe,2018,33.0,tour-de-france,2420.0,Bodnar Maciej-2018,,,,,3.142857142857143,135.47619047619048,2437.4761904761904,,37.0,51.0,
783,Bernard Julien,Trek - Segafredo,2018,26.0,tour-de-france,1747.0,Bernard Julien-2018,,,,,3.142857142857143,135.47619047619048,2437.4761904761904,,0.0,47.0,
798,Craddock Lawson,Team EF Education First-Drapac p/b Cannondale,2018,26.0,tour-de-france,1784.0,Craddock Lawson-2018,,,,,3.142857142857143,135.47619047619048,2437.4761904761904,,106.0,47.0,
803,Clarke Simon,Team EF Education First-Drapac p/b Cannondale,2018,31.0,tour-de-france,1784.0,Clarke Simon-2018,,,,,3.142857142857143,135.47619047619048,2437.4761904761904,,172.0,47.0,
806,Sepúlveda Eduardo,Movistar Team,2018,,,1235.0,Sepúlveda Eduardo-2018,58.0,57.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,,0.0,30.0,
807,Pedrero Antonio,Movistar Team,2018,,,1235.0,Pedrero Antonio-2018,,53.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,158.0,52.0,30.0,
827,Gaviria Fernando,Quick-Step Floors,2018,23.0,tour-de-france,3559.0,Gaviria Fernando-2018,,,,,3.142857142857143,135.47619047619048,2437.4761904761904,234.0,106.0,43.0,
833,Richeze Maximiliano,Quick-Step Floors,2018,35.0,tour-de-france,3559.0,Richeze Maximiliano-2018,,,,,3.142857142857143,135.47619047619048,2437.4761904761904,,32.0,43.0,
835,Mosca Jacopo,Wilier Triestina - Selle Italia,2018,,,1443.0,Mosca Jacopo-2018,15.0,211.0,111.0,13.0,3.142857142857143,135.47619047619048,2437.4761904761904,,76.0,81.0,
845,Denz Nico,AG2R La Mondiale,2018,,,1459.0,Denz Nico-2018,11.0,15.0,,15.0,3.142857142857143,135.47619047619048,2437.4761904761904,48.0,110.0,28.0,
852,Gallopin Tony,AG2R La Mondiale,2018,30.0,tour-de-france,1459.0,Gallopin Tony-2018,,,,,3.142857142857143,135.47619047619048,2437.4761904761904,88.0,0.0,28.0,
855,Masnada Fausto,Androni Giocattoli - Sidermec,2018,,,1751.0,Masnada Fausto-2018,38.0,180.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,291.0,360.0,92.0,
858,Vendrame Andrea,Androni Giocattoli - Sidermec,2018,,,1751.0,Vendrame Andrea-2018,92.0,45.0,128.0,60.0,3.142857142857143,135.47619047619048,2437.4761904761904,98.0,199.0,92.0,
860,Ballerini Davide,Androni Giocattoli - Sidermec,2018,,,1751.0,Ballerini Davide-2018,35.0,,87.0,,3.142857142857143,135.47619047619048,2437.4761904761904,,345.0,92.0,
867,Sagiv Guy,Israel Cycling Academy,2018,,,1342.0,Sagiv Guy-2018,,,,30.0,3.142857142857143,135.47619047619048,2437.4761904761904,,13.0,66.0,
900,Zabel Rick,Team Katusha Alpecin,2018,24.0,tour-de-france,1595.0,Zabel Rick-2018,,,,,3.142857142857143,135.47619047619048,2437.4761904761904,,64.0,47.0,
902,Zakarin Ilnur,Team Katusha Alpecin,2018,28.0,tour-de-france,1595.0,Zakarin Ilnur-2018,,,,,3.142857142857143,135.47619047619048,2437.4761904761904,157.0,68.0,47.0,
905,Kochetkov Pavel,Team Katusha Alpecin,2018,32.0,tour-de-france,1595.0,Kochetkov Pavel-2018,,,,,3.142857142857143,135.47619047619048,2437.4761904761904,,10.0,47.0,
908,Tolhoek Antwan,Team Jumbo-Visma,2019,,,3398.0,Tolhoek Antwan-2019,178.0,129.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,76.0,0.0,47.0,
919,Kruijswijk Steven,Team Jumbo-Visma,2019,32.0,tour-de-france,3398.0,Kruijswijk Steven-2019,,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,44.0,47.0,
920,Martin Tony,Team Jumbo-Visma,2019,34.0,tour-de-france,3398.0,Martin Tony-2019,,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,0.0,47.0,
925,Hamilton Lucas,Mitchelton-Scott,2019,,,3354.0,Hamilton Lucas-2019,,90.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,64.0,88.0,53.0,
929,Haig Jack,Mitchelton-Scott,2019,25.0,tour-de-france,3354.0,Haig Jack-2019,,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,8.0,53.0,
931,Hepburn Michael,Mitchelton-Scott,2019,27.0,tour-de-france,3354.0,Hepburn Michael-2019,,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,14.0,53.0,
947,Fuglsang Jakob,Astana Pro Team,2019,34.0,tour-de-france,4562.0,Fuglsang Jakob-2019,,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,252.0,53.0,
953,Hindley Jai,Team Sunweb,2019,,,3763.0,Hindley Jai-2019,15.0,45.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,16.0,610.0,57.0,
961,Kelderman Wilco,Team Sunweb,2019,28.0,tour-de-france,3763.0,Kelderman Wilco-2019,,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,599.0,57.0,
962,Matthews Michael,Team Sunweb,2019,28.0,tour-de-france,3763.0,Matthews Michael-2019,,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,242.0,57.0,
971,Carretero Héctor,Movistar Team,2019,,,2153.0,Carretero Héctor-2019,28.0,15.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,108.0,0.0,42.0,
987,Dennis Rohan,Bahrain Merida,2019,29.0,tour-de-france,2657.0,Dennis Rohan-2019,,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,349.0,45.0,
989,Tratnik Jan,Bahrain Merida,2019,29.0,tour-de-france,2657.0,Tratnik Jan-2019,,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,128.0,45.0,
1002,Konrad Patrick,BORA - hansgrohe,2019,27.0,tour-de-france,3674.0,Konrad Patrick-2019,,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,309.0,42.0,
1003,Sagan Peter,BORA - hansgrohe,2019,29.0,tour-de-france,3674.0,Sagan Peter-2019,,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,469.0,42.0,
1009,Molano Juan Sebastián,UAE Team Emirates,2019,,,3489.0,Molano Juan Sebastián-2019,75.0,114.0,454.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,80.0,68.0,57.0,
1010,Consonni Simone,UAE Team Emirates,2019,,,3489.0,Consonni Simone-2019,142.0,38.0,411.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,172.0,38.0,57.0,
1023,Geoghegan Hart Tao,Team INEOS,2019,,,2042.0,Geoghegan Hart Tao-2019,18.0,240.0,36.0,90.0,2.9523809523809526,138.1904761904762,2478.0476190476193,64.0,809.0,28.0,
1024,Narváez Jhonatan,Team INEOS,2019,,,2042.0,Narváez Jhonatan-2019,122.0,138.0,68.0,20.0,2.9523809523809526,138.1904761904762,2478.0476190476193,18.0,238.0,28.0,
1036,Castroviejo Jonathan,Team INEOS,2019,32.0,tour-de-france,2042.0,Castroviejo Jonathan-2019,,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,275.0,28.0,
1037,Thomas Geraint,Team INEOS,2019,33.0,tour-de-france,2042.0,Thomas Geraint-2019,,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,228.0,28.0,
1042,Conci Nicola,Trek - Segafredo,2019,,,2435.0,Conci Nicola-2019,,59.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,123.0,0.0,55.0,
1046,Bernard Julien,Trek - Segafredo,2019,27.0,tour-de-france,2435.0,Bernard Julien-2019,,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,0.0,55.0,
1048,Felline Fabio,Trek - Segafredo,2019,29.0,tour-de-france,2435.0,Felline Fabio-2019,,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,48.0,55.0,
1054,Knox James,Deceuninck - Quick Step,2019,,,4138.0,Knox James-2019,33.0,90.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,3.0,298.0,53.0,
1056,Honoré Mikkel Frølich,Deceuninck - Quick Step,2019,,,4138.0,Honoré Mikkel Frølich-2019,42.0,,67.0,10.0,2.9523809523809526,138.1904761904762,2478.0476190476193,0.0,328.0,53.0,
1065,Richeze Maximiliano,Deceuninck - Quick Step,2019,36.0,tour-de-france,4138.0,Richeze Maximiliano-2019,,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,32.0,53.0,
1066,Gallopin Tony,AG2R La Mondiale,2019,31.0,tour-de-france,1486.0,Gallopin Tony-2019,47.0,322.0,,149.0,2.9523809523809526,138.1904761904762,2478.0476190476193,88.0,0.0,36.0,
1083,Caicedo Jonathan Klever,EF Education First,2019,,,1626.0,Caicedo Jonathan Klever-2019,24.0,120.0,75.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,6.0,187.0,36.0,
1086,Bennett Sean,EF Education First,2019,,,1626.0,Bennett Sean-2019,14.0,19.0,124.0,21.0,2.9523809523809526,138.1904761904762,2478.0476190476193,86.0,96.0,36.0,
1093,Clarke Simon,EF Education First,2019,32.0,tour-de-france,1626.0,Clarke Simon-2019,,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,172.0,36.0,
1112,Zabel Rick,Team Katusha Alpecin,2019,25.0,tour-de-france,1799.0,Zabel Rick-2019,,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,64.0,58.0,
1115,Dowsett Alex,Team Katusha Alpecin,2019,30.0,tour-de-france,1799.0,Dowsett Alex-2019,,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,95.0,58.0,
1117,Černý Josef,CCC Team,2019,,,1152.0,Černý Josef-2019,15.0,149.0,126.2,188.0,2.9523809523809526,138.1904761904762,2478.0476190476193,90.0,204.0,36.0,
1119,Gradek Kamil,CCC Team,2019,,,1152.0,Gradek Kamil-2019,61.0,61.0,46.0,138.0,2.9523809523809526,138.1904761904762,2478.0476190476193,0.0,50.0,36.0,
1125,Rosskopf Joey,CCC Team,2019,29.0,tour-de-france,1152.0,Rosskopf Joey-2019,,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,100.0,36.0,
1131,Ghebreigzabhier Amanuel,Team Dimension Data,2019,,,1705.0,Ghebreigzabhier Amanuel-2019,93.0,161.0,76.8,,2.9523809523809526,138.1904761904762,2478.0476190476193,8.0,34.0,57.0,
1150,Sinkeldam Ramon,Groupama - FDJ,2019,,,2421.0,Sinkeldam Ramon-2019,109.0,33.0,80.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,60.0,154.0,55.0,
1151,Scotson Miles,Groupama - FDJ,2019,,,2421.0,Scotson Miles-2019,10.0,32.0,,122.0,2.9523809523809526,138.1904761904762,2478.0476190476193,52.0,210.0,55.0,
1152,Guarnieri Jacopo,Groupama - FDJ,2019,,,2421.0,Guarnieri Jacopo-2019,44.0,30.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,80.0,178.0,55.0,
1165,Lonardi Giovanni,Nippo Vini Fantini Faizanè,2019,,,1298.0,Lonardi Giovanni-2019,30.0,,115.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,90.0,48.0,91.0,
1183,Cimolai Davide,Israel Cycling Academy,2019,,,1292.0,Cimolai Davide-2019,62.0,15.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,217.0,73.0,58.0,
1188,Carboni Giovanni,Bardiani - CSF,2019,,,446.0,Carboni Giovanni-2019,12.0,38.0,36.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,146.0,24.0,66.0,
1194,Vlasov Aleksandr,Astana Pro Team,2020,,,2840.0,Vlasov Aleksandr-2020,46.0,387.0,50.0,34.0,2.8095238095238093,151.0952380952381,2630.904761904762,,0.0,68.0,
1195,Rodríguez Óscar,Astana Pro Team,2020,,,2840.0,Rodríguez Óscar-2020,43.0,245.0,,26.0,2.8095238095238093,151.0952380952381,2630.904761904762,,26.0,68.0,
1197,Contreras Rodrigo,Astana Pro Team,2020,,,2840.0,Contreras Rodrigo-2020,,49.0,,16.0,2.8095238095238093,151.0952380952381,2630.904761904762,,0.0,68.0,
1199,Gregaard Jonas,Astana Pro Team,2020,,,2840.0,Gregaard Jonas-2020,28.0,37.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,,0.0,68.0,
1209,Harper Chris,Team Jumbo-Visma,2020,,,742.0,Harper Chris-2020,50.0,198.0,,76.0,2.8095238095238093,151.0952380952381,2630.904761904762,,0.0,28.0,
1213,Foss Tobias,Team Jumbo-Visma,2020,,,742.0,Foss Tobias-2020,,,58.4,54.0,2.8095238095238093,151.0952380952381,2630.904761904762,,51.0,28.0,
1224,Fabbro Matteo,BORA - hansgrohe,2020,,,1479.0,Fabbro Matteo-2020,28.0,110.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,,53.0,45.0,
1225,Sagan Peter,BORA - hansgrohe,2020,30.0,tour-de-france,1479.0,Sagan Peter-2020,660.0,43.0,1056.6,80.0,2.8095238095238093,151.0952380952381,2630.904761904762,,469.0,45.0,
1228,Gamper Patrick,BORA - hansgrohe,2020,,,1479.0,Gamper Patrick-2020,10.0,,97.8,78.0,2.8095238095238093,151.0952380952381,2630.904761904762,,25.0,45.0,
1240,Bjerg Mikkel,UAE Team Emirates,2020,,,1982.0,Bjerg Mikkel-2020,,63.0,36.0,223.0,2.8095238095238093,151.0952380952381,2630.904761904762,,180.0,53.0,
1259,Ganna Filippo,INEOS Grenadiers,2020,,,1676.0,Ganna Filippo-2020,54.0,18.0,,600.0,2.8095238095238093,151.0952380952381,2630.904761904762,,521.0,47.0,
1288,Sunderland Dylan,NTT Pro Cycling,2020,,,466.0,Sunderland Dylan-2020,33.0,32.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,,10.0,36.0,
1289,Sobrero Matteo,NTT Pro Cycling,2020,,,466.0,Sobrero Matteo-2020,60.0,,56.0,,2.8095238095238093,151.0952380952381,2630.904761904762,,79.0,36.0,
1300,Almeida João,Deceuninck - Quick Step,2020,,,1415.0,Almeida João-2020,,83.0,,54.0,2.8095238095238093,151.0952380952381,2630.904761904762,,1163.0,36.0,
1304,Hodeg Álvaro José,Deceuninck - Quick Step,2020,,,1415.0,Hodeg Álvaro José-2020,263.0,,576.0,,2.8095238095238093,151.0952380952381,2630.904761904762,,282.0,36.0,
1314,Hagen Carl Fredrik,Lotto Soudal,2020,,,495.0,Hagen Carl Fredrik-2020,15.0,379.0,31.0,,2.8095238095238093,151.0952380952381,2630.904761904762,,0.0,36.0,
1317,Holmes Matthew,Lotto Soudal,2020,,,495.0,Holmes Matthew-2020,,80.0,39.0,,2.8095238095238093,151.0952380952381,2630.904761904762,,47.0,36.0,
1319,Oldani Stefano,Lotto Soudal,2020,,,495.0,Oldani Stefano-2020,,40.0,116.0,22.0,2.8095238095238093,151.0952380952381,2630.904761904762,,60.0,36.0,
1320,Vanhoucke Harm,Lotto Soudal,2020,,,495.0,Vanhoucke Harm-2020,,33.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,,167.0,36.0,
1332,Tusveld Martijn,Team Sunweb,2020,,,1708.0,Tusveld Martijn-2020,,103.0,,20.0,2.8095238095238093,151.0952380952381,2630.904761904762,,80.0,51.0,
1348,Affini Edoardo,Mitchelton-Scott,2020,,,1737.0,Affini Edoardo-2020,40.0,100.0,55.0,273.0,2.8095238095238093,151.0952380952381,2630.904761904762,,0.0,57.0,
1361,Guerreiro Ruben,EF Pro Cycling,2020,,,736.0,Guerreiro Ruben-2020,47.0,251.0,38.4,,2.8095238095238093,151.0952380952381,2630.904761904762,,342.0,30.0,
1363,Craddock Lawson,EF Pro Cycling,2020,,,736.0,Craddock Lawson-2020,15.0,91.0,,446.0,2.8095238095238093,151.0952380952381,2630.904761904762,,106.0,30.0,
1365,Morton Lachlan,EF Pro Cycling,2020,,,736.0,Morton Lachlan-2020,,31.0,,12.0,2.8095238095238093,151.0952380952381,2630.904761904762,,96.0,30.0,
1367,Whelan James,EF Pro Cycling,2020,,,736.0,Whelan James-2020,16.0,13.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,,80.0,30.0,
1377,Pernsteiner Hermann,Bahrain - McLaren,2020,,,717.0,Pernsteiner Hermann-2020,15.0,229.0,,16.0,2.8095238095238093,151.0952380952381,2630.904761904762,,164.0,36.0,
1378,Padun Mark,Bahrain - McLaren,2020,,,717.0,Padun Mark-2020,17.0,125.0,,30.0,2.8095238095238093,151.0952380952381,2630.904761904762,,54.0,36.0,
1391,Valter Attila,CCC Team,2020,,,1016.0,Valter Attila-2020,32.0,195.0,132.0,59.0,2.8095238095238093,151.0952380952381,2630.904761904762,,40.0,57.0,
1394,Małecki Kamil,CCC Team,2020,,,1016.0,Małecki Kamil-2020,32.0,52.0,177.0,77.0,2.8095238095238093,151.0952380952381,2630.904761904762,,46.0,57.0,
1410,Bouchard Geoffrey,AG2R La Mondiale,2020,,,735.0,Bouchard Geoffrey-2020,,46.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,,28.0,34.0,
1412,Hänninen Jaakko,AG2R La Mondiale,2020,,,735.0,Hänninen Jaakko-2020,37.0,,,,2.8095238095238093,151.0952380952381,2630.904761904762,,0.0,34.0,
1421,Edet Nicolas,Cofidis,2020,32.0,tour-de-france,847.0,Edet Nicolas-2020,37.0,188.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,,18.0,49.0,
1422,Le Turnier Mathias,Cofidis,2020,,,847.0,Le Turnier Mathias-2020,,51.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,,0.0,49.0,
1423,Rossetto Stéphane,Cofidis,2020,,,847.0,Rossetto Stéphane-2020,14.0,49.0,,45.0,2.8095238095238093,151.0952380952381,2630.904761904762,,0.0,49.0,
1427,Mathis Marco,Cofidis,2020,,,847.0,Mathis Marco-2020,29.0,,,,2.8095238095238093,151.0952380952381,2630.904761904762,,14.0,49.0,
1435,Barbier Rudy,Israel Start-Up Nation,2020,,,583.0,Barbier Rudy-2020,153.0,50.0,274.0,30.0,2.8095238095238093,151.0952380952381,2630.904761904762,,59.0,40.0,
1439,Cataford Alexander,Israel Start-Up Nation,2020,,,583.0,Cataford Alexander-2020,23.0,,,30.0,2.8095238095238093,151.0952380952381,2630.904761904762,,13.0,40.0,
1454,Samitier Sergio,Movistar Team,2020,,,365.0,Samitier Sergio-2020,10.0,62.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,,125.0,38.0,
1455,Rubio Einer Augusto,Movistar Team,2020,,,365.0,Rubio Einer Augusto-2020,,,47.0,,2.8095238095238093,151.0952380952381,2630.904761904762,,32.0,38.0,
1463,Restrepo Jhonatan,Androni Giocattoli - Sidermec,2020,,,346.0,Restrepo Jhonatan-2020,,116.0,38.4,,2.8095238095238093,151.0952380952381,2630.904761904762,,20.0,53.0,
1465,Bais Mattia,Androni Giocattoli - Sidermec,2020,,,346.0,Bais Mattia-2020,,60.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,,1.0,53.0,
1466,Pellaud Simon,Androni Giocattoli - Sidermec,2020,,,346.0,Pellaud Simon-2020,60.0,54.0,92.0,,2.8095238095238093,151.0952380952381,2630.904761904762,,66.0,53.0,
1467,Ravanelli Simone,Androni Giocattoli - Sidermec,2020,,,346.0,Ravanelli Simone-2020,87.0,,77.0,,2.8095238095238093,151.0952380952381,2630.904761904762,,30.0,53.0,
